-3.317137114160617628e-01 5.773441103541121500e-01 3.547178414168189686e+00
2.706808605364710907e+00 4.340288119231672237e-01 4.713311045155204049e+00
4.046559844986006294e-01 2.626199792696181312e+00 3.576167668248389830e+00
3.880962627358989225e-01 1.796402294031206992e+00 3.590269126071388595e+00
2.879523777941955132e+00 2.377193370910681836e+00 4.520065524080549402e+00
7.995309183018846078e-01 3.618342087785396011e+00 4.842924654803525186e+00
1.708579277495519744e+00 3.219526668543069015e+00 4.372098847375942121e+00
-7.300647819616565837e-01 9.427394207268213755e-01 2.361735416614755945e+00
1.522170717768524195e+00 2.313873241999569785e+00 6.240346292410046125e+00
6.805650924945981783e-01 3.211730759463591767e+00 4.225712507368959869e+00
-3.553328623201985614e-01 2.336586023945679269e+00 3.863723043108904243e+00
2.388774246623307285e+00 1.737857988905629147e+00 4.949838059940439905e+00
8.684031362863424697e-01 4.567254912091522900e-01 4.332250732530822823e+00
9.905539796012887699e-01 8.817235041439956955e-01 3.830388742790875156e+00
1.529898668943258544e+00 3.015549577357259814e+00 3.129521414798623891e+00
1.166774583011266797e+00 3.370050197741544906e+00 3.171537155151607834e+00
1.295213974386010047e+00 2.314945763427927794e+00 2.908028021752533832e+00
1.470229557778612639e+00 2.963255646290499978e+00 3.979408246473727040e+00
3.388116518598426330e-01 3.407206187761410821e+00 3.148249276524397899e+00
2.123420911972381475e+00 7.100491468595324651e-01 4.566392931895933316e+00
1.416465117967431908e+00 1.011030705226775517e+00 3.889326811939306516e+00
3.264903527978684217e+00 2.434215766319822727e-01 4.397318752788003771e+00
8.055780728691579462e-01 1.282955684394766482e+00 4.456299013699649869e+00
8.903622258548025137e-01 1.798743574699961822e+00 3.580153146895129090e+00
6.381808151233441251e-01 7.921938264463146417e-01 2.676208701239652488e+00
-1.898553315285023135e-01 2.397557278031845041e+00 3.980031011635827731e+00
1.930775224928725553e+00 2.686080239899563349e+00 5.489160176902331933e+00
1.153688581282438230e-01 3.587996096236965471e+00 2.074535084436259780e+00
9.835684505527553245e-01 2.889794824494978709e+00 5.227405575297813911e+00
1.076287501151036441e+00 2.602077447755611228e+00 3.965064843971590314e+00
-4.577927201055351780e-01 2.155013170445159609e+00 4.820755956007112708e+00
2.271075505996968502e+00 1.553893956545161048e+00 3.493890887190624905e+00
7.538764967258297922e-01 2.474651938261023254e+00 4.255213209602180413e+00
1.952383825488691826e+00 1.761587590537871062e+00 2.912104764280690095e+00
8.657287202091998868e-01 2.593822235408010268e+00 4.547491087340954863e+00
4.737620604549153125e-01 1.130371722903788179e+00 5.082240736286895100e+00
3.536798531662480594e-01 2.988372672465734237e+00 3.362244578370857884e+00
1.956704141139904207e+00 3.100005861117823613e+00 4.280500296467858234e+00
1.709765205817733946e+00 2.143722680264533054e+00 5.700774052895758004e+00
1.810507208225918596e+00 3.017996957923261725e+00 5.388498771211094329e+00
5.650641124868570619e-01 2.889866593831186936e+00 5.133490492965664842e+00
5.536487301506858305e-01 4.575038913409832375e-01 6.013508396363015152e+00
2.483552760108141744e+00 3.691053930380061132e+00 6.536468365565552219e+00
1.147795076172329232e+00 2.156865563982428124e+00 3.778780374593213143e+00
-1.047109768313930989e+00 1.720449771837927466e+00 3.464459860114889267e+00
8.422795990070021110e-01 1.467993260060602712e+00 2.293095817138760317e+00
5.072173622101989743e-01 3.835275376195419028e+00 3.188766285967149727e+00
2.150712150279466606e+00 3.585308814127241561e+00 4.681989809590728413e+00
-7.335653782930133815e-01 2.993367941210267613e+00 3.322047194209566623e+00
1.902778908892098331e+00 3.728135018573622617e+00 4.332878798308931856e+00
1.183613676030512707e-01 2.710754985041146536e+00 4.925440350046760507e+00
5.901612575657013693e-01 1.221232346086321474e+00 4.582396731996814410e+00
7.224256253453037457e-01 1.374653820332142340e+00 3.704594984003436675e+00
1.422464986949204535e+00 1.815362949121929192e+00 3.411832707889983496e+00
1.405033648092382403e+00 2.781560489661294877e+00 3.381583629109281564e+00
8.711021238345035833e-01 -2.809076596745008203e-02 1.937727674920819432e+00
2.226746066111443767e+00 1.938548764260848545e+00 3.063048584753467196e+00
2.600776362277493092e+00 2.867385131475644222e+00 4.755264602932681939e+00
2.499980232033899519e+00 1.219825223625342181e+00 2.983247123222213304e+00
1.738834371814355961e+00 -2.648464117887305846e-01 5.651792606115671802e+00
-1.034713468363926747e+00 2.042076611385904350e+00 3.721596807422932418e+00
8.428343079082268874e-01 3.425286488463515688e+00 4.602528207382025727e+00
1.845191231402597554e+00 1.451901369136349595e+00 3.814418011128055674e+00
1.610587494235474981e+00 1.440975370213105400e+00 3.671900549560861204e+00
1.006452624724534228e-01 3.813491524564435409e+00 4.418914841359613099e+00
2.563527295205642709e+00 6.279904181336677382e-01 3.941494190818333188e+00
1.620605828399852788e+00 4.259812027399711987e-01 4.931851284658969270e+00
-4.153110521474481232e-01 1.831889256386774356e+00 3.823023429026928710e+00
1.851046365016010276e-01 1.008011348603725432e+00 2.442839161721158447e+00
8.280575948624818716e-01 1.202999406099582336e+00 5.017208960852917343e+00
1.143446061521394608e+00 2.066246488245484070e+00 3.115106319977967164e+00
3.300752948287334343e-01 7.259493089601098958e-02 3.450660038504575589e+00
7.775410217356494291e-01 2.844992657478417453e+00 4.914507310007226515e+00
6.400139530226340856e-01 8.332141274317732549e-01 2.687379482851212753e+00
1.187124208170388107e+00 1.614760133286284205e+00 3.860669439758659394e+00
5.811285546844920935e-01 3.433890825409512182e+00 4.665308316030490232e+00
1.764416963824151141e+00 1.921260461110006590e+00 2.916661294969805418e+00
2.301522588236070144e-01 1.035343007629617285e+00 3.963114169169729362e+00
1.544067895232697385e+00 8.608356513515413866e-02 3.776991065538202630e+00
7.700912166019451277e-01 1.025220714901746710e+00 4.688580191117839746e+00
-1.354344664546912824e+00 1.522677522908855607e+00 3.608511743653840309e+00
2.953378522371544079e+00 1.763731977243245819e+00 5.284172654539725400e+00
-6.566377310465036921e-01 3.377330939961195710e+00 4.346440713489922558e+00
-8.913457889879694562e-02 1.947674158199166117e+00 5.288311340674372474e+00
-9.641672465014985427e-01 3.911652128850501065e+00 3.910703551169215419e+00
5.819684818668393600e-01 4.245383154105946133e-01 3.393946248674847510e+00
-4.289692953266128761e-01 2.920501216876899342e+00 3.243223938821583108e+00
-1.209671978307068851e+00 2.828991939321905846e+00 3.073645106357559165e+00
7.793740105725948109e-01 2.403527019887334859e+00 4.598474971691432600e+00
1.556797642218224587e+00 6.534643066015701773e-01 2.994327065525226317e+00
1.791463434054253012e+00 6.277438959584202838e-01 4.012543285430964168e+00
1.024338063246356789e+00 2.431210456746483395e+00 4.291268859585070317e+00
1.087866840659224010e+00 1.232549200333733275e+00 4.754572355028622077e+00
1.377368477598664320e+00 3.701873531654467531e+00 3.151993955848575446e+00
2.419961725464346181e+00 2.849389769567479025e+00 4.165760114124058333e+00
7.220086094516515729e-01 1.317429763714887736e+00 1.897225049531497731e+00
1.821205873833127376e+00 2.486846233711963450e+00 4.639997783270067622e+00
9.663781433801483800e-01 2.273113794987247527e+00 4.396600433618345960e+00
5.377478488905389487e-01 2.026039685582268213e+00 3.685281849327799897e+00
-8.030261051691591767e-01 8.644623070208667936e-01 2.517275576955364969e+00
1.894937823955334277e+00 1.630568467774972774e+00 5.296975081851092781e+00
1.951246582061912704e+00 2.716226872985930019e+00 4.260568750053733922e+00
2.795667979497482580e-01 1.410757508561151896e+00 4.072213251953935576e+00
-1.058851354551041624e+00 1.529714618543685178e+00 4.056991658444452753e+00
-5.866746634964057350e-01 3.602937683978779226e+00 2.905326166616377215e+00
1.022880053287593460e+00 2.428927672615075029e+00 5.088297718390855984e+00
2.599124690521240844e+00 2.942593694478965460e-01 4.925548323491558911e+00
1.865126512946616799e+00 7.393620524320443366e-01 2.804676492554122991e+00
5.977372024226635938e-01 7.291453827011376010e-01 3.756458736868101944e+00
1.631590063562428305e+00 1.559742918394764200e+00 2.961787764961825609e+00
1.694232294324196086e+00 2.966591757181046063e+00 3.491886820153731641e+00
4.839809091387847761e-02 2.768052094929192908e+00 3.873776092047664488e+00
1.106183410170910042e-01 2.056192901166578935e+00 4.032349790869521833e+00
1.531687318990302193e+00 1.811391918097284615e+00 4.309272692536396221e+00
9.896153717404481132e-01 3.183219874696138874e+00 2.993123164384108748e+00
1.982257488926418176e+00 1.757224881252132054e+00 3.384115502386829899e+00
2.099099172007277136e+00 3.053417877742844233e+00 4.359163221436504365e+00
2.491947303663859081e+00 1.333671476293353919e+00 4.230518317168034059e+00
1.714697814489699379e+00 6.862813194917176673e-01 3.959400367914294172e+00
2.107276990394693073e+00 3.209492974318410852e+00 2.503308620199153012e+00
2.007104335472396528e+00 1.308251698485050962e+00 4.063187592812425031e+00
2.261072533361240922e+00 2.023974054944870815e+00 3.648231818980669949e+00
7.378646173147174192e-01 9.198882878335667979e-01 2.097296489663477814e+00
1.098893093699400136e+00 3.578110680474408500e+00 3.456974415064168582e+00
7.673760174460340089e-01 2.681701545953017352e+00 5.232276165706990945e+00
1.518762227979218338e+00 8.712797486173859962e-01 3.995132469806832010e+00
6.538803028256079397e-01 2.634238202324484135e+00 3.401530040918957276e+00
1.020169566571809128e+00 2.502196913861625127e+00 3.736530008916354451e+00
4.869639101339600096e-01 8.037519842902591805e-01 5.269948698556989441e+00
1.634832666075399121e+00 5.236594931196372205e-01 4.250134733368450490e+00
8.734862101934970369e-01 8.781429174119450565e-01 5.095041972629019256e+00
1.236959290748887552e+00 3.766231532851879393e+00 1.962175466249361122e+00
1.243108073188368801e+00 2.267192582526610600e+00 4.727806112939736849e+00
1.508867590534556102e-01 1.822376809881738557e+00 5.167274954069049464e+00
2.663641913447745146e-01 6.875440355302027129e-01 4.114891089452321182e+00
