2.382723447875855882e+00 3.572645169305691759e+00 -5.279165493074582383e-01
2.537333389409761608e+00 7.592708269780314989e-01 1.362197296977595284e+00
2.414019604274020736e+00 9.498441768242320560e-01 1.292416752799271595e+00
2.443491170100081433e+00 2.303972724761612412e+00 2.167859775819721335e+00
1.654073302910125332e+00 1.770222100199432713e+00 -7.987477428584963679e-01
1.910045430741825090e+00 3.222636309759219664e+00 3.707051004602010646e+00
2.236827816468342611e+00 1.410005953472946105e+00 4.478055402245221472e+00
7.612841644256609364e-01 2.098162086213904320e+00 2.005797438129474308e+00
1.499816565407627422e+00 8.056659142431221721e-01 -1.579883280402532009e+00
2.231988871441193734e+00 2.822638630272894744e+00 -4.045222191133042156e-01
1.994531076266580660e+00 1.159108570569669316e+00 -3.484610323283896527e-01
4.941605087935880825e-01 1.404325836641592051e+00 -3.865657152533978014e+00
1.576826960699051039e+00 2.548180021901374381e+00 -1.789792181976317398e+00
1.813032696180014280e+00 2.707003553065180146e+00 -1.366245643722924896e+00
2.650543371359757039e+00 1.787623516672711022e+00 -9.540847427853127449e-01
2.735500951478623932e+00 2.054054718509172428e+00 1.328832834151150610e+00
2.376980201366005296e+00 3.070405929524969046e+00 -1.100281610768896634e+00
2.448129319259726433e+00 2.839242629464893142e+00 3.526547540379945112e+00
2.286261976723027001e+00 5.391631154905295986e+00 1.573212704153628350e+00
1.528100092538557053e+00 2.437816771835932261e+00 -5.360654768229715650e-01
1.629434667812543536e+00 1.343992152841816168e+00 2.263283137766387565e+00
1.588097696855268914e+00 1.779537353224878826e+00 2.492780093730803337e+00
1.564870175007582187e+00 3.743254709469669095e+00 -2.586002323386017654e+00
2.143747500310759335e+00 2.770384426691702373e+00 9.862552253733933849e-01
1.980228704078969004e+00 2.153666581053482521e+00 1.628838556799212522e-01
1.976716228137709308e+00 2.214387606682782117e+00 2.972297805555366601e+00
2.506882278388978591e+00 3.529887224833374582e-01 -1.538399233908680053e+00
1.776667902812998578e+00 1.065730514473608670e+00 1.790081402248462128e+00
2.406589644457618249e+00 1.150784356982891499e+00 4.831767943034474655e+00
2.257650835322038585e+00 3.789811894097055323e+00 8.417472719012729643e-01
2.100279258682627326e+00 2.489556110235700004e+00 1.123954905250216907e+00
